Class,2011-02-02,2011-05-02,2011-08-02,2011-11-01,2012-02-02,2012-05-05,2012-08-02,2012-11-02,2013-02-02,2013-05-04,2013-08-01,2013-11-05,2014-02-08,2014-05-02,2014-08-06,2014-11-10,2015-02-04,2015-05-02,2015-08-03,2015-11-06,2016-02-02,2016-05-02,2016-08-01,2016-11-03,2017-02-03,2017-05-02,2017-08-05,2017-11-22,2018-02-01,2018-05-01,2018-08-02,2018-11-03,2019-02-07,2019-05-01,2019-08-03,2019-11-03,2020-02-05
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\ActivityChooserModel.ActivityChooserModelClient.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\ActivityChooserModel.ActivityResolveInfo.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\ActivityChooserModel.ActivitySorter.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\ActivityChooserModel.DefaultSorter.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\ActivityChooserModel.HistoricalRecord.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\ActivityChooserModel.HistoryLoader.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\ActivityChooserModel.HistoryPersister.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\ActivityChooserModel.OnChooseActivityListener.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\ActivityChooserModel.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\ActivityChooserView.ActivityChooserViewAdapter.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\ActivityChooserView.Callbacks.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\ActivityChooserView.SetActivated.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\ActivityChooserView.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\SearchView.OnCloseListener.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\SearchView.OnQueryTextListener.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\SearchView.OnSuggestionListener.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\SearchView.SearchAutoComplete.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\SearchView.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\ShareActionProvider.OnShareTargetSelectedListener.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\ShareActionProvider.ShareAcitivityChooserModelPolicy.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\ShareActionProvider.ShareMenuItemOnMenuItemClickListener.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\ShareActionProvider.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\SuggestionsAdapter.ChildViewCache.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\ActionBarSherlock\library\src\com\actionbarsherlock\widget\SuggestionsAdapter.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Controller,Controller,Controller,Controller,Controller,Controller,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\Android-PullToRefresh\library\src\com\handmark\pulltorefresh\library\ILoadingLayout.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\Android-PullToRefresh\library\src\com\handmark\pulltorefresh\library\IPullToRefresh.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\Android-PullToRefresh\library\src\com\handmark\pulltorefresh\library\LoadingLayoutProxy.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\Android-PullToRefresh\library\src\com\handmark\pulltorefresh\library\OverscrollHelper.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\Android-PullToRefresh\library\src\com\handmark\pulltorefresh\library\PullToRefreshAdapterViewBase.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Interfacer,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\Android-PullToRefresh\library\src\com\handmark\pulltorefresh\library\PullToRefreshBase.AnimationStyle.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\Android-PullToRefresh\library\src\com\handmark\pulltorefresh\library\PullToRefreshBase.Mode.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\Android-PullToRefresh\library\src\com\handmark\pulltorefresh\library\PullToRefreshBase.OnLastItemVisibleListener.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\Android-PullToRefresh\library\src\com\handmark\pulltorefresh\library\PullToRefreshBase.OnPullEventListener.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\Android-PullToRefresh\library\src\com\handmark\pulltorefresh\library\PullToRefreshBase.OnRefreshListener.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\Android-PullToRefresh\library\src\com\handmark\pulltorefresh\library\PullToRefreshBase.OnRefreshListener2.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\Android-PullToRefresh\library\src\com\handmark\pulltorefresh\library\PullToRefreshBase.OnSmoothScrollFinishedListener.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\Android-PullToRefresh\library\src\com\handmark\pulltorefresh\library\PullToRefreshBase.Orientation.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\Android-PullToRefresh\library\src\com\handmark\pulltorefresh\library\PullToRefreshBase.SmoothScrollRunnable.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\Android-PullToRefresh\library\src\com\handmark\pulltorefresh\library\PullToRefreshBase.State.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Information Holder,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\Android-PullToRefresh\library\src\com\handmark\pulltorefresh\library\PullToRefreshBase.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Structurer,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\Android-PullToRefresh\library\src\com\handmark\pulltorefresh\library\PullToRefreshExpandableListView.InternalExpandableListView.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\Android-PullToRefresh\library\src\com\handmark\pulltorefresh\library\PullToRefreshExpandableListView.InternalExpandableListViewSDK9.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\Android-PullToRefresh\library\src\com\handmark\pulltorefresh\library\PullToRefreshExpandableListView.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\Android-PullToRefresh\library\src\com\handmark\pulltorefresh\library\PullToRefreshGridView.InternalGridView.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
\plugins\Android-PullToRefresh\library\src\com\handmark\pulltorefresh\library\PullToRefreshGridView.InternalGridViewSDK9.java,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Service Provider,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist,Class does not exist
